property_collateral_id,collateral_id,address_line,city,country_code,postal_code,building_area_m2,lettable_area_m2,occupied_area_m2,condition_of_property,completion_status,current_market_status,current_annual_passing_rent,valuation_currency,initial_valuation_date,latest_valuation_date,created_at
850,850,783 Main Street,Dublin,DE,28308,4210.13,5009.23,6708.43,good,under_construction,illiquid,358769.62,USD,2021-02-27,2023-08-03,2023-08-03T04:04:59+00:00
851,851,223 Main Street,Lisbon,IE,75683,1852.18,5769.03,3451.41,good,completed,liquid,419051.51,GBP,2024-11-11,2025-10-31,2025-10-31T06:38:58+00:00
852,852,747 Main Street,Amsterdam,PT,95486,3088.8,2988.62,5169.4,poor,completed,liquid,423695.18,USD,2023-09-06,2025-08-08,2025-08-08T17:34:34+00:00
853,853,460 Main Street,Berlin,US,82162,7188.91,2417.6,2108.75,good,planned,normal,377564.33,GBP,2025-03-20,2025-11-22,2025-11-22T12:15:33+00:00
856,856,44 Main Street,Dublin,DE,83042,5067.79,7620.36,3743.12,fair,completed,normal,181163.95,USD,2022-03-01,2023-02-08,2023-02-08T16:14:38+00:00
858,858,239 Main Street,Berlin,IT,90679,11912.82,2682.47,2575.11,excellent,planned,illiquid,271309.56,EUR,2023-04-12,2025-04-02,2025-04-02T23:35:03+00:00
859,859,671 Main Street,Milan,ES,42590,7083.39,8435.02,1267.67,fair,under_construction,illiquid,475332.48,EUR,2023-01-04,2026-02-20,2026-02-20T22:16:54+00:00
860,860,882 Main Street,London,IE,64502,4324.08,9254.19,7624.58,excellent,under_construction,normal,276161.69,USD,2024-10-18,2025-04-05,2025-04-05T04:27:09+00:00
861,861,109 Main Street,Dublin,GB,33910,3468.31,1097.42,6201.88,fair,completed,liquid,572183.35,GBP,2021-09-27,2024-02-13,2024-02-13T11:33:53+00:00
862,862,632 Main Street,London,NL,16470,4005.87,2372.63,154.34,excellent,planned,liquid,518977.73,GBP,2023-07-20,2024-02-29,2024-02-29T18:06:00+00:00
864,864,785 Main Street,Dublin,NL,38077,8945.37,7465.29,1783.84,fair,completed,normal,439188.82,GBP,2020-11-23,2023-10-31,2023-10-31T03:47:31+00:00
868,868,349 Main Street,Brussels,PT,10295,2998.96,1449.37,6197.78,good,under_construction,illiquid,427982.76,USD,2021-01-05,2022-07-08,2022-07-08T21:09:48+00:00
870,870,305 Main Street,Dublin,ES,24836,2813.42,9170.54,2204.25,excellent,planned,illiquid,304438.42,USD,2022-12-02,2025-07-28,2025-07-28T03:58:06+00:00
872,872,988 Main Street,Milan,NL,63790,3858.95,551.32,7486.23,poor,under_construction,illiquid,500939.74,USD,2021-01-07,2023-12-10,2023-12-10T08:55:29+00:00
874,874,499 Main Street,Paris,NL,51782,11747.45,6906.73,3343.06,good,under_construction,normal,364381.76,GBP,2021-09-08,2022-01-21,2022-01-21T15:53:44+00:00
875,875,723 Main Street,New York,IT,68344,11536.67,4394.62,8028.4,excellent,under_construction,illiquid,403564.67,EUR,2021-01-27,2023-04-18,2023-04-18T04:55:06+00:00
878,878,905 Main Street,Milan,PT,98645,5146.08,5685.14,6277.51,excellent,under_construction,normal,60316.71,GBP,2021-09-30,2022-09-05,2022-09-05T04:32:21+00:00
879,879,495 Main Street,Paris,US,52243,9455.65,6644.69,2856.99,good,completed,illiquid,148943.45,USD,2025-05-11,2025-08-04,2025-08-04T21:48:06+00:00
881,881,79 Main Street,Amsterdam,BE,31890,6268.78,773.6,7348.53,excellent,planned,normal,466169.95,EUR,2022-03-13,2023-04-15,2023-04-15T04:57:15+00:00
882,882,790 Main Street,New York,NL,74583,11747.25,4875.29,2214.3,fair,under_construction,illiquid,167494.34,GBP,2022-07-09,2023-12-05,2023-12-05T15:22:28+00:00
883,883,190 Main Street,Berlin,DE,55685,3262.92,7335.89,1101.81,poor,under_construction,illiquid,357034.48,USD,2023-09-22,2025-10-06,2025-10-06T07:33:13+00:00
886,886,964 Main Street,Milan,FR,98842,11881.52,2412.43,3272.53,fair,under_construction,liquid,51771.91,EUR,2021-09-15,2022-08-08,2022-08-08T20:17:44+00:00
887,887,664 Main Street,Berlin,ES,42300,5425.53,524.07,7461.75,poor,under_construction,illiquid,368365.6,USD,2024-11-09,2025-03-30,2025-03-30T01:27:29+00:00
888,888,895 Main Street,Berlin,ES,99689,243.06,1193.69,7420.08,poor,completed,normal,368154.32,USD,2021-02-13,2023-10-07,2023-10-07T19:10:35+00:00
889,889,248 Main Street,Dublin,PT,54546,7839.06,9024.85,5733.28,excellent,completed,normal,263990.89,EUR,2021-08-09,2024-02-23,2024-02-23T11:31:45+00:00
892,892,571 Main Street,New York,DE,68682,6715.57,4453.57,8478.74,good,planned,liquid,412485.4,USD,2022-08-20,2024-01-23,2024-01-23T23:49:18+00:00
893,893,758 Main Street,Paris,PT,73341,3773.41,7834.08,938.32,poor,under_construction,illiquid,51534.65,USD,2024-07-26,2025-04-07,2025-04-07T05:47:41+00:00
895,895,6 Main Street,Brussels,US,26614,10572.46,6278.91,6296.89,poor,planned,normal,146160.05,USD,2021-09-08,2023-10-07,2023-10-07T22:36:17+00:00
897,897,107 Main Street,Lisbon,DE,66794,7412.46,3633.96,8188.08,fair,planned,illiquid,27321.73,EUR,2022-06-23,2023-10-03,2023-10-03T08:41:44+00:00
899,899,706 Main Street,Madrid,DE,46692,8241.49,7763.71,1879.5,good,completed,liquid,590466.65,GBP,2021-02-27,2024-01-17,2024-01-17T14:25:58+00:00
901,901,256 Main Street,New York,BE,53486,5281.19,1795.05,8328.09,poor,planned,liquid,255106.21,GBP,2022-11-18,2024-06-09,2024-06-09T21:33:29+00:00
902,902,787 Main Street,Paris,ES,87700,11289.79,4324.6,1106.97,excellent,completed,liquid,523773.94,USD,2022-01-06,2023-09-04,2023-09-04T21:56:09+00:00
903,903,906 Main Street,Dublin,US,56850,9198.56,4111.43,3209.91,poor,completed,liquid,47128.35,GBP,2022-02-19,2025-05-28,2025-05-28T03:19:59+00:00
905,905,527 Main Street,Brussels,IT,39928,11240.81,3792.64,2389.03,poor,completed,liquid,3834.13,USD,2022-03-13,2024-08-02,2024-08-02T08:39:56+00:00
906,906,903 Main Street,London,PT,47167,5497.08,6146.86,9298.0,excellent,completed,normal,351018.85,GBP,2019-10-21,2022-07-04,2022-07-04T15:18:29+00:00
910,910,835 Main Street,Milan,NL,10893,11372.89,7563.4,6151.16,excellent,completed,liquid,70249.06,GBP,2022-11-07,2025-02-11,2025-02-11T09:08:13+00:00
911,911,943 Main Street,Lisbon,ES,60502,11502.18,4968.76,3780.78,good,planned,illiquid,275857.84,GBP,2025-05-09,2025-08-05,2025-08-05T00:24:45+00:00
913,913,331 Main Street,Milan,US,36923,1736.31,7177.15,8888.86,fair,completed,illiquid,150273.07,GBP,2022-05-05,2024-05-28,2024-05-28T00:41:02+00:00
914,914,997 Main Street,Lisbon,BE,95082,8315.54,7083.13,7030.94,fair,completed,illiquid,307953.61,USD,2024-10-05,2025-06-12,2025-06-12T00:48:21+00:00
918,918,63 Main Street,Berlin,FR,28418,6815.61,8047.93,1173.81,fair,planned,liquid,400488.59,EUR,2019-07-03,2022-05-02,2022-05-02T02:54:15+00:00
920,920,398 Main Street,Madrid,NL,13620,10280.71,4235.77,7104.21,poor,under_construction,normal,21597.89,EUR,2023-06-27,2024-12-21,2024-12-21T18:06:49+00:00
921,921,540 Main Street,Dublin,NL,54529,9310.25,830.52,3413.42,excellent,planned,illiquid,556781.92,USD,2021-06-08,2024-05-07,2024-05-07T12:04:15+00:00
922,922,48 Main Street,Brussels,FR,88474,5055.61,3513.66,328.02,fair,completed,illiquid,187208.0,EUR,2021-08-24,2024-03-26,2024-03-26T10:20:18+00:00
924,924,313 Main Street,Lisbon,NL,84489,6434.54,8664.38,2084.06,good,under_construction,normal,179742.32,USD,2024-06-18,2025-05-24,2025-05-24T17:16:09+00:00
925,925,288 Main Street,Lisbon,NL,89946,10163.96,1227.39,7377.3,good,planned,illiquid,398591.31,EUR,2025-10-09,2025-12-13,2025-12-13T13:15:31+00:00
929,929,187 Main Street,London,GB,78495,5489.52,3058.51,347.26,fair,under_construction,normal,508731.96,USD,2024-01-17,2024-08-13,2024-08-13T14:20:24+00:00
930,930,546 Main Street,London,US,92762,1856.69,8578.54,1319.16,poor,under_construction,liquid,173101.59,USD,2023-02-17,2025-02-17,2025-02-17T21:24:14+00:00
932,932,331 Main Street,London,NL,64125,4840.93,9383.14,409.03,fair,under_construction,illiquid,489930.94,USD,2025-08-11,2025-11-10,2025-11-10T18:07:51+00:00
934,934,565 Main Street,New York,IT,50974,8463.85,933.1,2030.96,excellent,planned,liquid,404202.53,EUR,2021-08-14,2022-09-20,2022-09-20T19:53:26+00:00
935,935,235 Main Street,Amsterdam,PT,78946,300.61,9034.31,2199.8,poor,planned,normal,271047.32,EUR,2023-07-16,2025-07-03,2025-07-03T04:28:39+00:00
936,936,628 Main Street,Brussels,PT,73728,6914.22,4959.71,6113.49,fair,completed,liquid,234358.02,EUR,2022-01-20,2023-10-11,2023-10-11T14:00:48+00:00
937,937,971 Main Street,Dublin,GB,23184,3199.68,8155.89,4653.77,good,completed,illiquid,324202.39,USD,2022-05-25,2024-03-29,2024-03-29T23:19:20+00:00
938,938,107 Main Street,Madrid,NL,54493,2241.81,5783.63,2147.38,excellent,under_construction,illiquid,411942.31,USD,2023-04-29,2026-01-31,2026-01-31T04:12:22+00:00
940,940,487 Main Street,Lisbon,IE,74940,5748.68,9148.44,8503.13,poor,planned,illiquid,163592.24,EUR,2023-09-21,2024-02-28,2024-02-28T12:29:52+00:00
941,941,463 Main Street,London,IE,93584,6638.16,2325.34,8424.35,good,completed,normal,377622.92,EUR,2020-12-19,2022-03-09,2022-03-09T08:30:00+00:00
942,942,267 Main Street,Brussels,IE,86688,6061.79,3429.15,8295.44,excellent,completed,normal,547498.62,GBP,2023-08-25,2024-04-29,2024-04-29T00:14:46+00:00
944,944,209 Main Street,Lisbon,DE,69757,10448.39,9714.6,3609.19,good,under_construction,normal,227767.52,GBP,2019-03-21,2022-03-21,2022-03-21T16:52:37+00:00
947,947,17 Main Street,Milan,ES,77709,3841.79,4804.66,3979.59,fair,under_construction,liquid,162915.11,EUR,2022-11-07,2023-12-16,2023-12-16T17:47:59+00:00
948,948,526 Main Street,Milan,DE,23936,3486.87,9022.2,9048.72,good,planned,normal,79109.07,EUR,2021-09-11,2024-12-18,2024-12-18T07:13:05+00:00
949,949,874 Main Street,Milan,FR,27752,8976.49,3191.42,5704.06,fair,completed,liquid,548374.4,USD,2022-03-13,2024-03-25,2024-03-25T05:27:32+00:00
951,951,600 Main Street,Milan,ES,23061,5938.35,8197.3,5772.87,good,completed,normal,307083.28,EUR,2024-10-19,2025-05-13,2025-05-13T01:50:33+00:00
952,952,365 Main Street,Paris,ES,75061,604.91,345.26,5961.66,excellent,completed,liquid,161183.59,GBP,2021-03-02,2023-01-27,2023-01-27T08:07:57+00:00
954,954,698 Main Street,London,GB,53426,7705.19,2030.58,6959.33,good,under_construction,normal,251765.32,EUR,2022-05-20,2024-06-18,2024-06-18T16:06:23+00:00
956,956,740 Main Street,Dublin,BE,93565,4516.47,3949.72,4753.14,good,under_construction,illiquid,283872.15,EUR,2020-11-03,2023-01-03,2023-01-03T09:59:46+00:00
958,958,545 Main Street,Brussels,NL,79834,6534.35,719.34,8369.12,good,under_construction,liquid,234263.92,USD,2023-03-08,2026-02-16,2026-02-16T12:42:07+00:00
961,961,519 Main Street,London,BE,78361,4377.43,2794.23,9231.3,poor,completed,illiquid,598743.56,GBP,2021-10-18,2023-06-02,2023-06-02T19:27:47+00:00
965,965,508 Main Street,Berlin,BE,94217,2801.82,8108.91,538.58,fair,planned,illiquid,485318.7,USD,2020-09-23,2023-09-07,2023-09-07T11:59:13+00:00
966,966,732 Main Street,Milan,NL,73143,3933.3,1950.65,4802.27,fair,under_construction,normal,125231.67,USD,2022-04-24,2024-09-23,2024-09-23T23:09:59+00:00
967,967,709 Main Street,London,IT,66355,593.68,9446.51,2712.82,excellent,completed,illiquid,346231.47,EUR,2021-07-19,2023-10-25,2023-10-25T03:23:46+00:00
968,968,596 Main Street,Lisbon,NL,99670,10790.67,1226.33,8503.1,poor,planned,normal,401625.97,EUR,2022-03-03,2023-09-08,2023-09-08T02:02:49+00:00
969,969,928 Main Street,Brussels,IT,39621,3044.23,2448.02,4328.68,fair,under_construction,illiquid,98143.44,EUR,2023-07-23,2025-01-08,2025-01-08T12:51:31+00:00
971,971,746 Main Street,New York,FR,70845,2923.95,242.92,2067.83,excellent,completed,illiquid,305649.39,GBP,2022-08-12,2023-06-16,2023-06-16T09:33:24+00:00
973,973,357 Main Street,London,PT,55995,4308.32,2260.38,3373.23,good,completed,normal,405392.94,USD,2023-03-11,2024-03-22,2024-03-22T18:57:00+00:00
975,975,31 Main Street,Paris,ES,30874,6542.93,8665.12,7471.13,fair,under_construction,normal,182483.12,GBP,2020-09-22,2023-04-20,2023-04-20T08:25:39+00:00
977,977,537 Main Street,Paris,BE,91430,10947.6,7486.48,445.12,excellent,planned,illiquid,407399.52,USD,2024-09-07,2025-11-16,2025-11-16T17:46:57+00:00
978,978,13 Main Street,Dublin,IT,90584,1420.87,8267.63,5618.25,poor,under_construction,illiquid,211322.39,EUR,2024-02-29,2026-02-23,2026-02-23T08:38:54+00:00
979,979,452 Main Street,Amsterdam,GB,75393,1550.84,562.48,3186.05,good,completed,illiquid,152174.29,GBP,2021-11-16,2022-11-17,2022-11-17T17:57:41+00:00
980,980,578 Main Street,Berlin,IT,79402,878.3,5868.75,520.24,excellent,under_construction,normal,533496.25,EUR,2021-11-03,2024-04-08,2024-04-08T16:02:08+00:00
981,981,477 Main Street,Lisbon,NL,29319,10473.75,2658.13,5912.05,good,under_construction,normal,586910.61,EUR,2024-05-23,2025-09-05,2025-09-05T05:19:29+00:00
986,986,592 Main Street,Amsterdam,US,48392,1094.1,8179.74,6675.19,poor,completed,illiquid,322663.25,EUR,2022-01-20,2025-04-01,2025-04-01T21:51:20+00:00
988,988,5 Main Street,Madrid,DE,11149,4606.23,1122.75,6203.22,good,under_construction,illiquid,323033.26,GBP,2024-01-01,2026-02-01,2026-02-01T11:02:59+00:00
991,991,989 Main Street,Milan,FR,99535,1172.36,7863.43,4617.63,excellent,completed,illiquid,290020.37,EUR,2021-07-14,2022-08-14,2022-08-14T00:32:43+00:00
992,992,350 Main Street,London,DE,47906,589.12,9673.06,626.76,fair,planned,normal,424759.1,USD,2022-06-24,2023-05-24,2023-05-24T05:47:50+00:00
997,997,173 Main Street,London,PT,50577,1444.24,2520.3,8470.86,poor,under_construction,normal,508854.34,GBP,2022-11-29,2023-08-31,2023-08-31T05:54:59+00:00
998,998,648 Main Street,Paris,FR,79733,5989.81,9269.78,1109.52,poor,completed,illiquid,385010.29,USD,2021-09-18,2022-09-17,2022-09-17T07:54:41+00:00
999,999,175 Main Street,Milan,IT,47823,10242.8,7585.78,1046.93,fair,planned,illiquid,119902.13,GBP,2021-04-05,2023-10-06,2023-10-06T23:55:29+00:00
1001,1001,872 Main Street,Paris,US,52547,5239.1,3882.11,6218.91,poor,under_construction,illiquid,191004.81,GBP,2024-01-01,2025-11-19,2025-11-19T15:12:18+00:00
1005,1005,48 Main Street,Brussels,PT,24011,2456.92,2289.33,7774.0,fair,planned,normal,303268.85,EUR,2021-04-08,2023-10-19,2023-10-19T14:38:59+00:00
1006,1006,286 Main Street,Paris,IE,30675,4676.87,9649.45,2284.63,fair,planned,liquid,302284.47,EUR,2023-05-15,2025-02-26,2025-02-26T00:37:58+00:00
1008,1008,925 Main Street,Paris,FR,47574,9755.53,1809.36,7213.18,poor,under_construction,normal,541512.8,EUR,2023-08-02,2025-12-25,2025-12-25T12:38:51+00:00
1009,1009,496 Main Street,Brussels,GB,50697,10637.62,8325.09,5138.97,excellent,planned,normal,396221.59,GBP,2024-02-04,2024-12-29,2024-12-29T08:32:53+00:00
1011,1011,542 Main Street,Lisbon,DE,43017,5431.36,9275.07,2665.77,poor,under_construction,normal,7751.67,USD,2020-08-02,2022-10-16,2022-10-16T15:22:50+00:00
1013,1013,118 Main Street,Amsterdam,IT,11618,4649.14,9420.05,1969.38,fair,planned,normal,505726.28,EUR,2018-11-25,2022-02-26,2022-02-26T17:04:43+00:00
1015,1015,19 Main Street,Dublin,US,63014,7882.54,3110.46,1537.5,fair,completed,liquid,557371.46,GBP,2022-12-31,2024-07-25,2024-07-25T16:14:53+00:00
1019,1019,604 Main Street,Berlin,US,78324,2556.5,961.63,7464.61,good,planned,liquid,109380.95,USD,2019-11-07,2022-09-05,2022-09-05T07:56:22+00:00
1021,1021,954 Main Street,Lisbon,IT,24352,4109.6,9499.09,3997.55,fair,planned,illiquid,81019.29,USD,2022-03-04,2023-01-06,2023-01-06T19:19:23+00:00
1022,1022,503 Main Street,Paris,ES,70578,11636.74,1099.91,8081.92,excellent,completed,liquid,202310.7,EUR,2024-09-10,2025-06-07,2025-06-07T17:32:57+00:00
1023,1023,90 Main Street,London,PT,83968,5727.48,823.96,5876.78,good,completed,normal,267616.06,USD,2020-09-28,2022-05-03,2022-05-03T16:17:14+00:00
1027,1027,517 Main Street,Milan,NL,38060,6212.76,5190.4,7663.41,fair,under_construction,liquid,71160.59,GBP,2021-05-22,2022-09-14,2022-09-14T14:21:00+00:00
1029,1029,635 Main Street,Madrid,IE,90737,242.24,9663.68,6329.37,excellent,under_construction,illiquid,534347.01,EUR,2022-02-08,2025-04-23,2025-04-23T03:40:34+00:00
1030,1030,98 Main Street,Lisbon,BE,45163,1391.47,9212.96,8581.22,good,planned,normal,71453.61,EUR,2024-01-03,2026-02-01,2026-02-01T13:21:29+00:00
1032,1032,325 Main Street,Milan,NL,64167,5082.57,3318.6,3169.73,fair,under_construction,liquid,464091.83,EUR,2022-10-18,2025-06-22,2025-06-22T23:54:35+00:00
1035,1035,352 Main Street,New York,GB,56192,9058.36,6894.07,7050.43,poor,under_construction,illiquid,220116.6,GBP,2022-08-26,2024-03-04,2024-03-04T16:19:36+00:00
1036,1036,600 Main Street,Berlin,IT,88344,6219.93,4327.92,1658.64,fair,under_construction,normal,549716.75,USD,2022-03-19,2024-04-07,2024-04-07T11:02:18+00:00
1037,1037,410 Main Street,Paris,IE,93672,1664.53,4530.23,8961.88,fair,completed,normal,211461.42,USD,2024-01-08,2024-06-16,2024-06-16T16:28:49+00:00
1038,1038,755 Main Street,Milan,FR,86893,10015.05,7010.51,2310.5,excellent,under_construction,illiquid,28839.83,EUR,2022-06-19,2023-02-22,2023-02-22T18:26:13+00:00
1039,1039,741 Main Street,Brussels,PT,50166,4625.64,8712.2,8314.41,poor,completed,illiquid,129428.89,EUR,2021-02-21,2023-09-27,2023-09-27T03:21:12+00:00
1040,1040,142 Main Street,Lisbon,GB,59219,5928.51,3504.4,5664.54,poor,planned,normal,450034.96,GBP,2021-01-15,2023-07-04,2023-07-04T16:42:55+00:00
1043,1043,659 Main Street,Dublin,PT,95466,2728.94,6953.47,8527.08,poor,completed,illiquid,408603.62,EUR,2021-09-10,2022-02-12,2022-02-12T09:14:27+00:00
1044,1044,315 Main Street,Dublin,NL,92680,7404.52,6204.87,6786.95,excellent,completed,illiquid,433073.23,USD,2021-11-26,2023-09-08,2023-09-08T13:11:17+00:00
1045,1045,210 Main Street,London,IT,18763,10592.97,504.34,7134.67,excellent,completed,normal,450813.26,USD,2020-05-20,2022-12-03,2022-12-03T06:33:17+00:00
1046,1046,959 Main Street,Milan,IE,65939,6667.18,9499.95,98.72,excellent,completed,normal,36123.31,USD,2024-08-27,2025-03-11,2025-03-11T07:08:44+00:00
1047,1047,25 Main Street,Dublin,DE,16121,10678.68,9843.3,1303.98,excellent,planned,normal,344766.14,EUR,2021-06-24,2024-09-29,2024-09-29T22:02:35+00:00
1048,1048,213 Main Street,Paris,DE,22273,8814.81,3860.31,9349.87,fair,planned,normal,279934.8,EUR,2025-06-02,2025-10-27,2025-10-27T17:31:13+00:00
1050,1050,599 Main Street,Milan,NL,99805,576.17,3846.22,3996.45,fair,completed,illiquid,567284.52,GBP,2022-12-27,2023-10-31,2023-10-31T22:21:36+00:00
1051,1051,937 Main Street,Dublin,FR,45450,7183.83,4698.88,987.54,fair,completed,liquid,168152.36,GBP,2021-04-12,2024-03-18,2024-03-18T00:07:19+00:00
1052,1052,854 Main Street,New York,US,65522,3152.01,2961.96,793.66,poor,under_construction,illiquid,526232.75,GBP,2023-04-28,2025-06-23,2025-06-23T17:33:02+00:00
1053,1053,635 Main Street,Dublin,DE,40735,9554.59,5247.23,1367.83,fair,completed,normal,198596.32,GBP,2024-05-08,2024-10-09,2024-10-09T06:32:00+00:00
1054,1054,269 Main Street,Brussels,ES,62328,4357.32,890.69,1147.8,poor,planned,liquid,21887.41,USD,2020-08-06,2022-03-15,2022-03-15T12:07:12+00:00
1055,1055,138 Main Street,Brussels,GB,15012,6797.11,3506.14,8337.9,excellent,planned,illiquid,319544.58,USD,2022-07-09,2023-11-02,2023-11-02T20:04:54+00:00
1058,1058,84 Main Street,London,NL,78120,383.76,4738.83,5874.81,poor,under_construction,illiquid,61472.16,USD,2022-02-15,2024-10-23,2024-10-23T00:22:16+00:00
1060,1060,837 Main Street,Berlin,ES,70286,9399.45,1453.44,8086.56,good,under_construction,liquid,87371.83,GBP,2020-01-28,2022-11-06,2022-11-06T09:27:12+00:00
1063,1063,317 Main Street,Brussels,NL,30028,6623.99,8572.14,231.67,fair,planned,liquid,186035.44,EUR,2020-11-09,2023-12-30,2023-12-30T03:55:15+00:00
1064,1064,227 Main Street,Madrid,IE,13472,3206.07,2679.42,457.05,excellent,completed,liquid,557963.79,USD,2024-04-03,2025-09-28,2025-09-28T14:17:22+00:00
1065,1065,893 Main Street,New York,BE,16030,3932.74,7116.35,6153.04,good,planned,normal,155655.79,EUR,2025-06-04,2025-10-14,2025-10-14T13:01:59+00:00
1066,1066,129 Main Street,Brussels,BE,23431,10414.79,3257.12,6654.57,excellent,completed,liquid,560226.69,GBP,2021-04-01,2023-08-24,2023-08-24T05:47:54+00:00
1067,1067,401 Main Street,Brussels,IT,38047,6645.37,1813.72,2465.1,good,completed,illiquid,428490.76,EUR,2021-09-11,2023-01-12,2023-01-12T04:02:40+00:00
1068,1068,550 Main Street,Dublin,BE,75819,464.16,7312.08,7378.27,poor,planned,liquid,7526.94,USD,2021-11-14,2024-06-14,2024-06-14T18:04:20+00:00
1071,1071,310 Main Street,Berlin,US,49103,3449.15,9192.14,2335.86,fair,completed,normal,446191.26,GBP,2021-09-26,2024-08-05,2024-08-05T03:45:45+00:00
1074,1074,436 Main Street,Paris,GB,83181,4132.47,9334.16,1657.04,good,planned,normal,31496.31,EUR,2020-12-27,2023-12-11,2023-12-11T01:07:14+00:00
1076,1076,16 Main Street,Lisbon,PT,21405,8654.47,3200.88,3493.75,excellent,under_construction,illiquid,361276.62,USD,2022-11-22,2025-04-16,2025-04-16T07:44:28+00:00
1081,1081,912 Main Street,Paris,NL,89015,8057.49,290.08,2136.78,poor,under_construction,illiquid,89243.01,EUR,2022-07-13,2024-01-24,2024-01-24T07:54:28+00:00
1082,1082,782 Main Street,Milan,FR,74839,6082.58,4987.11,8667.45,good,planned,illiquid,374661.03,GBP,2025-02-13,2026-02-28,2026-02-28T13:04:17+00:00
1085,1085,957 Main Street,Paris,ES,92447,413.79,9983.01,702.85,excellent,completed,liquid,298376.39,USD,2020-09-05,2022-12-21,2022-12-21T13:46:51+00:00
1086,1086,119 Main Street,Madrid,IE,77827,2623.56,1793.27,4670.34,good,planned,normal,99475.71,EUR,2021-09-22,2022-09-07,2022-09-07T05:15:22+00:00
1088,1088,771 Main Street,Dublin,NL,60120,3508.3,4409.4,3282.19,fair,planned,illiquid,524201.93,USD,2023-01-27,2023-03-13,2023-03-13T19:23:18+00:00
1089,1089,975 Main Street,Amsterdam,DE,57619,1910.57,6349.71,5861.49,fair,completed,normal,379176.86,GBP,2024-11-12,2025-12-20,2025-12-20T15:57:49+00:00
1090,1090,91 Main Street,Dublin,US,97169,9036.23,1504.92,4275.37,excellent,planned,normal,563957.23,EUR,2022-03-11,2022-07-18,2022-07-18T06:11:52+00:00
1091,1091,273 Main Street,Berlin,GB,59964,9269.35,5805.39,7364.71,good,completed,illiquid,384945.53,EUR,2023-03-08,2023-09-10,2023-09-10T17:55:13+00:00
1097,1097,885 Main Street,Dublin,IT,70367,6897.47,8835.65,1185.04,poor,planned,illiquid,133899.0,EUR,2023-01-30,2025-05-25,2025-05-25T01:54:57+00:00
1100,1100,563 Main Street,Amsterdam,DE,14088,9841.94,2624.34,6139.0,excellent,under_construction,illiquid,67246.24,USD,2020-06-05,2022-11-03,2022-11-03T08:30:13+00:00
1101,1101,428 Main Street,Lisbon,IT,57088,2803.79,8887.26,5259.07,fair,under_construction,liquid,475121.15,EUR,2022-05-10,2023-01-31,2023-01-31T18:18:55+00:00
1102,1102,124 Main Street,Brussels,US,81315,5904.72,2539.81,1602.14,poor,planned,normal,504134.87,EUR,2020-12-03,2023-09-24,2023-09-24T04:50:40+00:00
1107,1107,211 Main Street,London,PT,51836,1281.43,2710.74,5226.12,poor,completed,normal,398691.79,GBP,2021-09-05,2022-08-22,2022-08-22T22:25:40+00:00
1112,1112,980 Main Street,Brussels,IT,57768,11312.01,4962.37,611.7,poor,under_construction,illiquid,143534.98,GBP,2021-06-28,2024-05-23,2024-05-23T02:45:29+00:00
1114,1114,965 Main Street,New York,GB,98580,10989.72,6713.31,9449.42,poor,under_construction,liquid,449328.63,EUR,2021-01-21,2022-08-09,2022-08-09T12:03:20+00:00
1115,1115,474 Main Street,Berlin,PT,19146,11680.43,8802.5,8350.88,excellent,under_construction,illiquid,133183.11,USD,2022-06-18,2025-03-20,2025-03-20T16:18:56+00:00
1116,1116,810 Main Street,Brussels,PT,98676,8268.29,4056.41,7504.07,excellent,planned,liquid,4940.39,EUR,2021-09-06,2024-06-23,2024-06-23T21:39:17+00:00
1119,1119,66 Main Street,Brussels,NL,62369,5883.18,2193.44,7597.91,good,completed,normal,267937.4,EUR,2021-11-21,2024-11-17,2024-11-17T06:43:15+00:00
1123,1123,575 Main Street,Milan,FR,88868,6921.7,4099.91,1398.72,poor,planned,illiquid,380010.75,GBP,2022-06-22,2024-06-24,2024-06-24T01:08:31+00:00
1129,1129,106 Main Street,London,IE,42439,11339.42,7941.41,5952.38,fair,under_construction,normal,274320.59,GBP,2024-07-29,2025-10-25,2025-10-25T21:52:42+00:00
1130,1130,894 Main Street,Dublin,US,70698,7932.04,5846.65,3588.24,excellent,under_construction,liquid,215304.04,EUR,2021-06-19,2023-03-05,2023-03-05T00:41:48+00:00
1132,1132,448 Main Street,Brussels,IE,52322,10364.74,4549.79,1240.82,poor,completed,liquid,473709.58,GBP,2021-08-07,2022-02-19,2022-02-19T17:12:14+00:00
1133,1133,351 Main Street,London,PT,98236,7998.93,2824.53,7331.27,poor,under_construction,normal,389462.48,EUR,2020-06-09,2023-08-08,2023-08-08T17:35:02+00:00
1134,1134,184 Main Street,Milan,NL,27133,6472.51,9531.2,3977.09,poor,under_construction,illiquid,420993.69,EUR,2019-12-08,2022-04-22,2022-04-22T19:42:39+00:00
1135,1135,444 Main Street,Berlin,US,82066,1191.5,4946.99,3895.3,good,under_construction,illiquid,202778.82,USD,2021-06-12,2023-09-02,2023-09-02T01:17:30+00:00
1137,1137,687 Main Street,Dublin,IT,98580,988.26,3699.63,5429.16,good,planned,normal,484846.1,EUR,2024-01-08,2026-01-14,2026-01-14T21:51:52+00:00
1138,1138,876 Main Street,New York,DE,62873,6387.3,216.35,5521.06,good,planned,liquid,243288.79,GBP,2023-05-08,2025-10-06,2025-10-06T10:05:30+00:00
