loan_id,loan_type,origination_date,maturity_date,current_maturity_date,currency_code,channel_of_origination,amortisation_type,principal_balance,accrued_interest_on_book,accrued_interest_off_book,balance_at_default,ifrs_stage,days_past_due,default_date,current_interest_rate,current_interest_margin,interest_rate_type,product_code,code_of_conduct_status,is_non_performing,write_off_flag,created_at
1155,personal,2022-11-25,2029-11-12,2030-09-07,EUR,partner,linear,207040.84,7092.52,2537.53,,other_not_impaired,2,,4.3465,3.996,floating,BRIDGE_LOAN,not_applicable,false,false,2022-11-25T12:42:43+00:00
1156,corporate,2025-02-28,2028-07-25,2029-07-01,GBP,partner,bullet,5540540.2,115724.09,88933.17,,other_not_impaired,4,,5.6331,4.6474,mixed,SME_TERM,not_applicable,false,false,2025-02-28T10:38:29+00:00
1157,corporate,2023-07-19,2030-02-05,2030-10-26,GBP,online,annuity,2694102.85,129635.14,13808.28,,ifrs_stage_1,2,,6.327,2.1242,mixed,SME_REVOLVER,active,false,false,2023-07-19T13:37:21+00:00
1158,corporate,2020-02-21,2029-09-09,2030-06-27,USD,branch,annuity,5663194.54,24934.63,86353.97,,other_not_impaired,4,,2.26,1.0059,floating,AUTO_LOAN,waived,false,false,2020-02-21T11:21:02+00:00
1159,corporate,2020-05-13,2026-07-29,2026-05-27,GBP,broker,linear,8870194.28,251681.24,92857.57,7218617.73,ifrs_stage_3_impaired,495,2021-11-01,10.9997,7.73,mixed,BRIDGE_LOAN,waived,true,false,2020-05-13T16:06:03+00:00
1160,personal,2023-06-13,2033-02-02,2032-11-28,USD,branch,bullet,183251.71,10408.12,1980.74,,ifrs_stage_1,7,,10.6032,6.3102,mixed,CONSUMER_LOAN,not_applicable,false,false,2023-06-13T20:15:32+00:00
1161,personal,2021-06-27,2024-02-28,2024-06-20,USD,broker,bullet,30826.16,1838.99,611.54,,fair_value_pnl,6,,5.0258,3.6019,floating,MORTGAGE_STD,not_applicable,false,false,2021-06-27T13:10:05+00:00
1162,corporate,2019-10-15,2026-03-31,2026-07-31,USD,broker,annuity,7160179.34,107397.23,135707.05,,fair_value_pnl,8,,3.5701,3.1234,fixed,AUTO_LOAN,not_applicable,false,false,2019-10-15T14:14:43+00:00
1163,corporate,2020-01-31,2022-10-08,2022-09-06,GBP,branch,bullet,240308.8,3978.45,346.18,263343.84,ifrs_stage_3_impaired,256,2020-03-18,6.152,3.7204,fixed,AUTO_LOAN,waived,true,false,2020-01-31T10:34:57+00:00
1164,personal,2021-05-28,2022-11-14,2022-10-13,GBP,broker,bullet,77272.4,958.95,878.0,,other_not_impaired,0,,2.1873,1.9262,floating,SME_TERM,active,false,false,2021-05-28T00:48:00+00:00
1165,corporate,2020-09-30,2030-03-19,2030-08-17,EUR,partner,linear,4654681.66,171660.76,57830.47,,fair_value_pnl,6,,12.179,8.5979,mixed,BRIDGE_LOAN,waived,false,false,2020-09-30T12:35:27+00:00
1166,personal,2020-02-06,2023-09-20,2024-08-02,USD,broker,bullet,16288.0,846.64,158.4,,other_not_impaired,0,,4.9881,3.2792,floating,CONSUMER_LOAN,not_applicable,false,false,2020-02-06T21:00:28+00:00
1167,corporate,2020-01-17,2025-08-15,2025-06-03,GBP,broker,bullet,8445155.97,374160.16,105564.69,,other_not_impaired,2,,10.4604,8.2317,floating,SME_REVOLVER,not_applicable,false,false,2020-01-17T22:51:14+00:00
1168,personal,2024-11-04,2028-06-08,2028-12-03,EUR,partner,bullet,170642.76,7968.96,2992.41,,ifrs_stage_1,4,,13.1943,8.8805,mixed,SME_TERM,not_applicable,false,false,2024-11-04T10:49:20+00:00
1169,corporate,2024-06-10,2030-08-09,2031-06-15,GBP,branch,linear,6267486.75,198550.99,58904.25,,ifrs_stage_2,62,,4.5568,3.8882,fixed,SME_REVOLVER,not_applicable,false,false,2024-06-10T23:30:48+00:00
1170,personal,2022-04-25,2027-08-18,2028-08-02,USD,online,annuity,227670.57,4665.63,1269.42,,ifrs_stage_2,14,,3.5423,2.3132,fixed,AUTO_LOAN,waived,false,false,2022-04-25T08:01:29+00:00
1171,personal,2023-08-19,2032-02-21,2031-10-16,USD,broker,linear,284513.46,6857.08,2226.2,322269.72,ifrs_stage_3_impaired,330,2024-09-25,7.9487,5.7436,fixed,CONSUMER_LOAN,not_applicable,true,false,2023-08-19T16:31:18+00:00
1172,corporate,2024-01-06,2031-05-07,2031-02-14,EUR,partner,linear,220412.02,3482.89,4287.07,,fair_value_pnl,9,,8.3972,7.4767,fixed,SME_REVOLVER,active,false,false,2024-01-06T03:14:07+00:00
1173,personal,2020-03-16,2026-10-16,2027-04-10,USD,branch,annuity,168295.23,4593.76,815.97,,ifrs_stage_1,4,,1.2554,0.8123,mixed,SME_REVOLVER,waived,false,false,2020-03-16T14:39:52+00:00
1174,personal,2025-06-23,2031-09-26,2031-08-23,EUR,broker,annuity,279225.76,9128.11,1498.85,,other_not_impaired,8,,5.9537,2.5971,floating,BRIDGE_LOAN,not_applicable,false,false,2025-06-23T09:13:09+00:00
1175,corporate,2022-05-12,2030-05-05,2030-10-12,GBP,branch,annuity,7495890.84,349007.85,140905.62,,other_not_impaired,7,,8.1003,4.8241,mixed,AUTO_LOAN,active,false,false,2022-05-12T21:48:31+00:00
1176,personal,2020-11-14,2029-08-04,2029-06-14,GBP,online,bullet,250434.32,14255.07,4913.27,,fair_value_pnl,6,,6.2438,5.8805,fixed,SME_REVOLVER,active,false,false,2020-11-14T21:32:10+00:00
1177,corporate,2024-05-28,2030-07-26,2030-11-16,GBP,branch,bullet,8587551.53,41442.32,20549.77,,fair_value_pnl,3,,2.7689,1.5504,floating,BRIDGE_LOAN,waived,false,false,2024-05-28T05:22:31+00:00
1178,personal,2024-01-26,2028-12-22,2028-06-28,USD,online,bullet,140800.11,2693.64,2584.59,,other_not_impaired,6,,9.6184,7.9037,fixed,CONSUMER_LOAN,waived,false,false,2024-01-26T08:58:25+00:00
1179,corporate,2025-04-22,2033-01-15,2032-08-04,USD,broker,linear,3373626.22,72600.1,2201.35,3985584.7,ifrs_stage_3_impaired,351,2025-11-24,9.4152,6.9538,mixed,MORTGAGE_STD,active,true,false,2025-04-22T02:13:32+00:00
1180,personal,2020-07-19,2025-04-17,2025-05-22,EUR,online,bullet,107736.6,3227.32,1720.77,,fair_value_pnl,2,,7.4893,5.5223,mixed,CONSUMER_LOAN,not_applicable,false,false,2020-07-19T11:51:55+00:00
1181,personal,2020-09-01,2029-04-10,2029-05-01,GBP,partner,annuity,137615.22,8154.08,2022.82,,fair_value_pnl,1,,7.3425,5.7772,floating,SME_TERM,not_applicable,false,false,2020-09-01T11:27:02+00:00
1182,corporate,2024-12-26,2028-09-24,2029-06-02,GBP,broker,bullet,8989273.12,330292.16,35717.54,,fair_value_pnl,6,,0.9965,0.9505,floating,BRIDGE_LOAN,active,false,false,2024-12-26T00:43:35+00:00
1183,corporate,2020-04-29,2028-07-02,2029-05-28,GBP,partner,annuity,8857247.49,302900.99,92600.75,,fair_value_pnl,9,,9.6213,6.5172,mixed,SME_REVOLVER,not_applicable,false,false,2020-04-29T18:52:15+00:00
1184,corporate,2019-06-23,2025-12-14,2026-08-10,GBP,branch,bullet,3610432.1,203084.59,40747.97,,ifrs_stage_2,12,,2.6543,0.5746,floating,AUTO_LOAN,active,false,false,2019-06-23T02:49:39+00:00
1185,personal,2022-10-25,2032-02-28,2032-04-18,USD,broker,bullet,208849.11,2392.1,356.38,,ifrs_stage_1,0,,9.4973,6.2188,fixed,BRIDGE_LOAN,waived,false,false,2022-10-25T20:35:49+00:00
1186,corporate,2024-02-18,2030-12-27,2030-07-20,EUR,branch,linear,1206549.61,3087.28,9133.16,,fair_value_pnl,1,,7.9596,6.2841,fixed,AUTO_LOAN,waived,false,false,2024-02-18T20:59:57+00:00
1187,corporate,2022-08-01,2032-01-01,2031-09-03,GBP,broker,annuity,7712841.19,365701.96,45369.78,,other_not_impaired,7,,8.9129,7.1225,mixed,CONSUMER_LOAN,waived,false,false,2022-08-01T22:17:46+00:00
1188,personal,2019-07-25,2024-03-29,2023-10-03,GBP,partner,annuity,47213.0,2052.18,201.36,41387.81,ifrs_stage_3_impaired,234,2022-11-28,6.0561,5.0985,fixed,SME_TERM,active,true,false,2019-07-25T17:37:56+00:00
1189,personal,2022-02-02,2023-03-15,2023-05-03,EUR,branch,annuity,239207.44,13805.51,1787.26,,ifrs_stage_1,1,,6.0508,4.5675,floating,AUTO_LOAN,waived,false,false,2022-02-02T16:26:37+00:00
1190,personal,2024-11-11,2028-01-15,2028-09-10,USD,branch,linear,158698.31,6139.57,694.84,,ifrs_stage_2,15,,6.5036,2.5027,floating,SME_TERM,active,false,false,2024-11-11T08:14:41+00:00
1191,corporate,2024-02-06,2027-07-21,2027-04-25,GBP,branch,annuity,7659251.92,420076.95,29010.33,8394859.22,ifrs_stage_3_impaired,315,2025-07-28,3.3643,0.8457,floating,CONSUMER_LOAN,not_applicable,true,false,2024-02-06T02:24:46+00:00
1192,personal,2022-07-25,2029-01-24,2029-06-10,GBP,partner,annuity,238168.09,13411.49,3151.86,,other_not_impaired,3,,10.0167,7.8123,fixed,MORTGAGE_STD,active,false,false,2022-07-25T10:26:37+00:00
1193,corporate,2024-05-03,2033-01-13,2033-01-28,USD,online,annuity,5351846.91,5840.3,64186.11,,other_not_impaired,3,,10.3745,8.4127,floating,SME_TERM,waived,false,false,2024-05-03T08:50:27+00:00
1194,corporate,2021-10-03,2031-08-29,2032-07-21,USD,partner,bullet,3781545.42,68085.67,55219.25,,fair_value_pnl,0,,4.567,3.3055,floating,BRIDGE_LOAN,not_applicable,false,false,2021-10-03T00:45:45+00:00
1195,personal,2019-02-08,2022-01-30,2022-08-26,USD,online,bullet,87620.89,3406.97,273.11,,ifrs_stage_1,9,,1.4039,0.6553,floating,MORTGAGE_STD,not_applicable,false,false,2019-02-08T13:26:57+00:00
1196,personal,2021-07-21,2027-01-28,2027-09-28,USD,branch,bullet,76138.9,140.91,227.06,,ifrs_stage_1,2,,3.611,3.4814,floating,AUTO_LOAN,not_applicable,false,false,2021-07-21T05:49:32+00:00
1197,personal,2024-03-27,2033-10-12,2033-08-30,EUR,branch,bullet,179562.15,1460.78,947.16,,fair_value_pnl,8,,3.7306,2.5288,mixed,MORTGAGE_STD,not_applicable,false,false,2024-03-27T01:45:37+00:00
1198,personal,2021-09-08,2022-11-14,2023-07-30,USD,broker,linear,59641.68,1067.99,665.78,,other_not_impaired,2,,3.8111,2.8236,floating,SME_REVOLVER,not_applicable,false,false,2021-09-08T08:13:12+00:00
1199,personal,2021-03-16,2028-02-19,2028-12-07,USD,partner,annuity,29673.64,621.65,386.76,,fair_value_pnl,3,,7.1485,4.0263,fixed,CONSUMER_LOAN,waived,false,false,2021-03-16T03:08:26+00:00
1200,corporate,2025-04-24,2035-02-25,2036-01-28,USD,branch,bullet,5770333.72,40816.3,63939.9,,ifrs_stage_2,82,,7.6054,7.1095,mixed,SME_TERM,not_applicable,false,false,2025-04-24T12:03:58+00:00
1201,personal,2022-02-02,2023-11-20,2024-01-16,USD,broker,annuity,242034.54,7206.98,2519.22,,other_not_impaired,0,,9.7512,6.961,fixed,AUTO_LOAN,active,false,false,2022-02-02T19:21:42+00:00
1202,corporate,2021-02-08,2029-01-02,2029-02-28,USD,broker,bullet,5204283.3,97598.07,69386.24,4398393.77,ifrs_stage_3_impaired,439,2025-01-18,9.3151,5.5239,floating,BRIDGE_LOAN,active,true,false,2021-02-08T01:51:22+00:00
1203,personal,2025-02-27,2031-07-16,2031-11-06,GBP,online,annuity,81300.27,452.61,113.31,,other_not_impaired,4,,9.1834,7.9511,fixed,BRIDGE_LOAN,not_applicable,false,false,2025-02-27T23:22:06+00:00
1204,personal,2021-05-25,2026-10-26,2026-10-30,USD,broker,bullet,154727.22,6577.11,2203.98,,other_not_impaired,3,,8.0856,4.9483,mixed,BRIDGE_LOAN,waived,false,false,2021-05-25T05:00:32+00:00
1205,corporate,2025-01-01,2026-03-02,2026-10-17,EUR,branch,annuity,8736469.78,182927.05,151001.31,,fair_value_pnl,5,,6.2543,2.9412,mixed,MORTGAGE_STD,waived,false,false,2025-01-01T17:25:09+00:00
1206,personal,2025-05-28,2033-08-24,2033-09-25,EUR,branch,annuity,12450.63,378.75,47.27,,ifrs_stage_2,59,,3.9831,3.7698,mixed,MORTGAGE_STD,not_applicable,false,false,2025-05-28T22:56:59+00:00
1207,personal,2022-03-24,2027-06-07,2027-03-26,USD,branch,linear,82913.83,1044.67,1502.52,,fair_value_pnl,4,,4.4444,1.0515,fixed,SME_REVOLVER,not_applicable,false,false,2022-03-24T18:40:09+00:00
1208,personal,2022-01-20,2028-04-06,2027-12-04,GBP,partner,annuity,214813.41,12415.84,2519.0,,other_not_impaired,0,,3.7892,0.5161,mixed,SME_TERM,not_applicable,false,false,2022-01-20T06:15:40+00:00
1209,corporate,2023-12-31,2030-06-25,2031-01-11,USD,broker,linear,133406.1,3599.43,434.38,121499.06,ifrs_stage_3_impaired,618,2024-05-29,10.0226,5.9314,mixed,MORTGAGE_STD,active,true,true,2023-12-31T22:59:56+00:00
1210,personal,2023-05-26,2028-12-25,2029-06-04,EUR,broker,annuity,164902.54,4711.03,2413.6,,ifrs_stage_2,65,,7.448,3.608,floating,MORTGAGE_STD,active,false,false,2023-05-26T20:18:05+00:00
1211,personal,2022-02-25,2030-02-16,2030-04-13,EUR,partner,bullet,297081.99,8607.01,3557.4,,other_not_impaired,7,,8.4066,4.5826,mixed,AUTO_LOAN,waived,false,false,2022-02-25T16:05:24+00:00
1212,corporate,2025-04-30,2030-04-07,2030-09-15,USD,partner,annuity,8712897.93,188314.82,5990.09,,other_not_impaired,2,,5.7933,5.0226,floating,CONSUMER_LOAN,waived,false,false,2025-04-30T07:04:44+00:00
1213,personal,2019-05-12,2024-11-16,2024-08-25,USD,broker,linear,187047.94,6883.94,1304.1,,ifrs_stage_2,20,,4.0389,0.8781,mixed,SME_REVOLVER,waived,false,false,2019-05-12T06:55:11+00:00
1214,personal,2023-08-23,2026-05-08,2026-07-10,USD,branch,annuity,184630.1,9156.97,1258.55,178740.99,ifrs_stage_3_impaired,579,2024-11-09,1.3984,1.1896,mixed,CONSUMER_LOAN,not_applicable,true,false,2023-08-23T14:07:37+00:00
1215,personal,2022-11-15,2028-01-18,2027-10-02,USD,broker,linear,166760.68,2101.24,1004.28,,fair_value_pnl,1,,13.0776,8.7464,floating,MORTGAGE_STD,active,false,false,2022-11-15T04:26:39+00:00
1216,personal,2024-11-28,2029-09-02,2029-04-01,EUR,branch,linear,52428.38,530.23,690.15,,other_not_impaired,5,,8.5614,6.6902,fixed,CONSUMER_LOAN,active,false,false,2024-11-28T18:03:19+00:00
1217,personal,2024-03-08,2031-06-27,2031-09-04,EUR,branch,linear,298541.82,10532.83,2381.8,,ifrs_stage_1,5,,6.1486,5.4429,mixed,SME_TERM,waived,false,false,2024-03-08T05:05:01+00:00
1218,corporate,2021-04-13,2023-10-11,2024-06-29,GBP,branch,annuity,7446067.81,132986.52,89000.06,,ifrs_stage_2,92,,6.2325,4.8393,mixed,BRIDGE_LOAN,not_applicable,false,false,2021-04-13T11:01:52+00:00
1219,corporate,2020-01-13,2024-08-24,2024-06-24,EUR,broker,linear,8496871.69,351676.92,56612.61,,ifrs_stage_2,69,,4.0167,2.5326,floating,SME_REVOLVER,not_applicable,false,false,2020-01-13T04:04:32+00:00
1220,corporate,2020-05-21,2021-11-20,2021-08-27,USD,broker,annuity,6525263.42,128131.08,76010.2,,other_not_impaired,3,,12.1123,7.6333,fixed,SME_TERM,waived,false,false,2020-05-21T08:52:00+00:00
1221,corporate,2025-04-15,2032-01-27,2032-06-03,EUR,branch,bullet,2869779.76,152651.64,17951.79,,fair_value_pnl,4,,7.3133,4.8089,mixed,MORTGAGE_STD,not_applicable,false,false,2025-04-15T06:03:24+00:00
1222,corporate,2024-06-01,2029-02-02,2028-11-28,EUR,online,annuity,7969416.85,135804.28,133760.09,,other_not_impaired,9,,9.0587,5.3275,mixed,SME_TERM,waived,false,false,2024-06-01T22:18:35+00:00
1223,personal,2020-12-13,2026-11-23,2027-08-03,USD,branch,annuity,269611.2,3802.35,5013.43,,fair_value_pnl,0,,6.6651,6.0609,mixed,SME_REVOLVER,not_applicable,false,false,2020-12-13T07:48:27+00:00
1224,corporate,2019-12-26,2026-02-08,2026-10-08,USD,branch,linear,7253819.31,420401.69,48716.26,,other_not_impaired,4,,9.1063,5.3365,floating,MORTGAGE_STD,waived,false,false,2019-12-26T08:03:29+00:00
1225,personal,2021-05-28,2023-05-07,2024-01-25,USD,partner,annuity,208530.43,592.88,58.74,,other_not_impaired,1,,10.4681,5.9869,fixed,SME_TERM,not_applicable,false,false,2021-05-28T04:58:40+00:00
1226,corporate,2019-04-24,2020-11-03,2020-08-31,GBP,partner,bullet,3839011.06,34402.58,45847.64,,ifrs_stage_1,1,,3.283,1.5894,fixed,MORTGAGE_STD,active,false,false,2019-04-24T23:27:40+00:00
1227,personal,2020-12-22,2023-12-10,2023-10-16,EUR,online,annuity,97427.5,5254.69,732.65,,other_not_impaired,5,,7.3325,7.1698,mixed,AUTO_LOAN,not_applicable,false,false,2020-12-22T11:48:23+00:00
1228,personal,2022-11-07,2024-03-29,2024-12-18,USD,broker,linear,247879.88,2018.55,1145.66,,other_not_impaired,1,,8.9993,7.7845,floating,SME_REVOLVER,active,false,false,2022-11-07T14:13:20+00:00
1229,personal,2024-10-07,2031-06-26,2031-05-25,GBP,online,annuity,242537.68,3550.68,3452.75,198181.2,ifrs_stage_3_impaired,161,2024-10-08,9.4331,5.8218,fixed,BRIDGE_LOAN,not_applicable,true,false,2024-10-07T01:53:48+00:00
1230,personal,2024-01-20,2027-10-07,2027-09-02,USD,broker,linear,197887.71,6402.13,977.13,,ifrs_stage_1,5,,11.2879,7.2519,fixed,AUTO_LOAN,active,false,false,2024-01-20T01:23:58+00:00
1231,corporate,2023-04-13,2028-10-09,2028-06-30,USD,partner,bullet,3297541.57,188230.36,9869.42,,fair_value_pnl,3,,11.3505,7.6507,fixed,SME_REVOLVER,active,false,false,2023-04-13T20:56:40+00:00
1232,corporate,2025-03-04,2033-01-09,2033-02-09,EUR,broker,bullet,7536659.93,126782.91,135028.23,,fair_value_pnl,2,,9.3506,6.827,mixed,MORTGAGE_STD,not_applicable,false,false,2025-03-04T01:52:37+00:00
1233,personal,2019-07-28,2022-02-26,2022-05-06,USD,broker,bullet,34159.69,1195.12,505.85,,fair_value_pnl,1,,7.5359,5.4586,fixed,SME_TERM,not_applicable,false,false,2019-07-28T22:45:09+00:00
1234,personal,2019-03-01,2020-10-17,2021-05-25,USD,broker,bullet,98228.92,1102.19,1356.35,76617.72,ifrs_stage_3_impaired,535,2020-10-05,8.0946,4.5088,fixed,CONSUMER_LOAN,waived,true,false,2019-03-01T08:17:23+00:00
1235,corporate,2024-07-08,2026-01-15,2025-07-25,GBP,broker,bullet,2948753.26,121503.36,41617.43,,other_not_impaired,3,,8.2877,6.9768,fixed,CONSUMER_LOAN,not_applicable,false,false,2024-07-08T18:21:33+00:00
1236,personal,2025-05-09,2031-05-05,2031-05-27,USD,partner,linear,56083.54,2457.73,57.64,,other_not_impaired,4,,9.0032,7.0186,fixed,BRIDGE_LOAN,not_applicable,false,false,2025-05-09T21:12:19+00:00
1237,personal,2019-10-10,2021-10-22,2022-01-17,USD,broker,bullet,252971.58,11786.51,1962.44,,fair_value_pnl,3,,4.2757,1.0383,floating,AUTO_LOAN,waived,false,false,2019-10-10T08:57:39+00:00
1238,corporate,2021-01-05,2024-10-14,2024-05-06,USD,broker,bullet,6928675.11,377379.47,79315.04,,other_not_impaired,9,,9.4351,8.4524,floating,CONSUMER_LOAN,not_applicable,false,false,2021-01-05T13:42:01+00:00
1239,corporate,2021-02-04,2028-03-21,2027-12-01,EUR,partner,annuity,7211413.76,13252.11,70849.19,,ifrs_stage_2,21,,6.4392,3.4715,fixed,SME_REVOLVER,waived,false,false,2021-02-04T16:58:03+00:00
1240,corporate,2022-06-28,2025-11-29,2025-10-16,EUR,partner,annuity,4237977.97,84460.47,46848.55,,ifrs_stage_2,37,,11.1884,8.232,mixed,BRIDGE_LOAN,waived,false,false,2022-06-28T06:21:57+00:00
1241,personal,2022-08-03,2030-07-29,2031-03-30,EUR,online,annuity,242244.02,14089.12,1326.79,,ifrs_stage_1,1,,6.266,2.0984,mixed,MORTGAGE_STD,active,false,false,2022-08-03T11:22:27+00:00
1242,corporate,2021-05-11,2027-10-04,2028-01-28,USD,broker,linear,3808706.51,208727.37,3905.53,,ifrs_stage_1,6,,5.027,4.4899,fixed,CONSUMER_LOAN,waived,false,false,2021-05-11T05:23:40+00:00
1243,personal,2022-04-08,2026-10-12,2026-06-29,GBP,broker,annuity,292691.81,6851.24,4422.37,,ifrs_stage_2,18,,4.5536,3.4116,mixed,MORTGAGE_STD,waived,false,false,2022-04-08T22:52:54+00:00
1244,personal,2024-06-04,2030-08-04,2031-04-11,EUR,online,bullet,297773.51,1179.4,176.34,,fair_value_pnl,1,,1.9302,1.7822,mixed,CONSUMER_LOAN,waived,false,false,2024-06-04T23:01:48+00:00
1245,personal,2021-07-28,2029-01-25,2029-07-17,EUR,partner,bullet,203233.53,6231.75,1411.08,,ifrs_stage_2,55,,4.1523,3.8172,fixed,MORTGAGE_STD,waived,false,false,2021-07-28T12:27:14+00:00
1246,corporate,2020-11-30,2022-04-17,2022-02-01,GBP,branch,linear,3721198.33,53155.8,7239.6,3159390.35,ifrs_stage_3_impaired,570,2020-12-19,11.0451,7.7299,fixed,CONSUMER_LOAN,not_applicable,true,false,2020-11-30T17:51:45+00:00
1247,corporate,2021-09-22,2030-04-26,2029-12-29,GBP,online,annuity,2759415.79,90825.9,3659.57,,ifrs_stage_2,68,,9.9406,7.5996,floating,CONSUMER_LOAN,not_applicable,false,false,2021-09-22T02:15:45+00:00
1248,personal,2020-11-15,2027-05-16,2028-04-07,USD,partner,linear,46029.96,1061.13,235.86,,fair_value_pnl,8,,9.7791,7.1059,mixed,SME_REVOLVER,not_applicable,false,false,2020-11-15T13:04:34+00:00
1249,personal,2021-05-26,2026-04-18,2026-01-14,GBP,broker,linear,78188.06,2042.2,114.86,,ifrs_stage_2,59,,3.8263,1.895,mixed,BRIDGE_LOAN,not_applicable,false,false,2021-05-26T03:47:49+00:00
1250,personal,2022-06-19,2023-07-15,2024-01-07,GBP,partner,bullet,231274.02,7280.26,64.15,,ifrs_stage_1,1,,10.3177,7.1546,floating,SME_TERM,waived,false,false,2022-06-19T09:17:49+00:00
1251,corporate,2025-06-09,2028-11-02,2029-07-05,USD,broker,bullet,5326339.09,268400.03,85037.31,,ifrs_stage_1,8,,1.7797,0.8052,floating,SME_REVOLVER,waived,false,false,2025-06-09T14:55:42+00:00
1252,personal,2022-11-27,2024-09-28,2025-07-15,GBP,branch,bullet,135246.14,6594.78,1464.06,,ifrs_stage_2,91,,11.7725,8.2552,fixed,BRIDGE_LOAN,not_applicable,false,false,2022-11-27T07:46:48+00:00
1253,personal,2020-05-15,2029-06-08,2029-10-05,EUR,partner,annuity,19497.7,831.96,95.49,,fair_value_pnl,5,,5.5242,1.1473,floating,AUTO_LOAN,active,false,false,2020-05-15T01:38:41+00:00
1254,personal,2021-06-29,2027-10-15,2027-12-13,GBP,broker,annuity,114743.35,6784.23,2230.31,99111.4,ifrs_stage_3_impaired,305,2023-03-06,9.8642,8.3341,mixed,CONSUMER_LOAN,waived,true,false,2021-06-29T13:23:45+00:00
1255,corporate,2024-11-07,2032-12-02,2032-09-21,EUR,partner,linear,849715.62,911.32,3662.68,,other_not_impaired,7,,10.4636,8.4393,fixed,CONSUMER_LOAN,not_applicable,false,false,2024-11-07T08:04:35+00:00
1256,personal,2023-08-11,2032-07-04,2032-02-19,USD,partner,annuity,198417.32,5094.77,1864.2,,other_not_impaired,4,,7.4165,4.8315,mixed,AUTO_LOAN,active,false,false,2023-08-11T20:58:33+00:00
1257,personal,2021-07-31,2023-05-07,2024-01-06,EUR,broker,annuity,99448.94,853.83,176.39,,ifrs_stage_1,9,,9.9474,7.3045,fixed,MORTGAGE_STD,active,false,false,2021-07-31T19:12:44+00:00
1258,personal,2019-01-29,2022-04-11,2022-09-14,GBP,partner,linear,225449.49,10339.69,1537.27,175896.99,ifrs_stage_3_impaired,391,2021-05-14,8.5684,8.2254,fixed,BRIDGE_LOAN,not_applicable,true,false,2019-01-29T22:02:44+00:00
1259,personal,2019-06-26,2027-11-06,2028-10-21,GBP,partner,bullet,42243.71,303.25,617.15,,ifrs_stage_1,6,,5.4395,4.5439,fixed,SME_REVOLVER,not_applicable,false,false,2019-06-26T08:44:02+00:00
1260,personal,2020-12-19,2028-10-30,2029-03-10,GBP,broker,bullet,68594.85,89.23,771.69,,ifrs_stage_1,5,,7.2143,3.7784,floating,AUTO_LOAN,waived,false,false,2020-12-19T04:25:47+00:00
1261,corporate,2021-06-08,2031-04-28,2031-01-30,USD,online,linear,4722909.77,243101.74,84163.82,,ifrs_stage_2,43,,9.8529,5.6141,fixed,BRIDGE_LOAN,waived,false,false,2021-06-08T04:43:04+00:00
1262,personal,2022-03-02,2028-05-15,2027-12-21,EUR,partner,annuity,266641.78,3550.9,3834.29,,ifrs_stage_1,0,,4.448,3.9961,fixed,AUTO_LOAN,not_applicable,false,false,2022-03-02T09:27:15+00:00
1263,personal,2020-05-21,2029-02-22,2029-03-24,EUR,broker,bullet,138353.5,4867.98,1338.98,,ifrs_stage_2,6,,4.658,3.407,fixed,CONSUMER_LOAN,active,false,false,2020-05-21T09:59:12+00:00
1264,corporate,2022-05-19,2026-10-13,2027-03-22,USD,broker,annuity,4963813.23,278646.65,36442.07,,fair_value_pnl,8,,8.5614,5.8308,fixed,SME_TERM,waived,false,false,2022-05-19T19:51:38+00:00
1265,personal,2021-08-05,2029-09-04,2029-04-12,USD,broker,linear,110642.68,2552.01,485.18,126067.06,ifrs_stage_3_impaired,255,2025-06-20,9.4203,8.4716,mixed,BRIDGE_LOAN,not_applicable,true,false,2021-08-05T07:30:29+00:00
1266,personal,2020-11-27,2022-07-20,2022-12-19,EUR,online,bullet,168057.53,6838.21,1102.11,,ifrs_stage_2,26,,2.0239,1.7412,mixed,BRIDGE_LOAN,waived,false,false,2020-11-27T16:48:15+00:00
1267,corporate,2025-06-04,2031-12-06,2032-01-26,EUR,branch,annuity,3185141.46,56656.28,5085.41,,ifrs_stage_2,13,,3.6414,2.8196,mixed,BRIDGE_LOAN,active,false,false,2025-06-04T00:34:29+00:00
1268,personal,2020-02-24,2027-04-22,2028-01-28,EUR,broker,bullet,140895.16,1785.85,2635.9,,fair_value_pnl,9,,9.0911,6.4342,fixed,SME_REVOLVER,waived,false,false,2020-02-24T08:27:58+00:00
1269,personal,2024-11-30,2030-02-13,2031-01-02,GBP,branch,annuity,247988.28,11192.66,1131.79,273386.19,ifrs_stage_3_impaired,601,2026-01-14,1.9354,1.7229,mixed,CONSUMER_LOAN,active,true,false,2024-11-30T06:51:55+00:00
1270,personal,2019-10-10,2020-12-30,2021-01-04,GBP,online,bullet,169038.6,5169.4,2776.51,159354.69,ifrs_stage_3_impaired,178,2020-05-06,9.1679,8.3982,fixed,MORTGAGE_STD,not_applicable,true,false,2019-10-10T15:35:02+00:00
1271,corporate,2019-06-23,2023-03-24,2022-12-23,USD,branch,bullet,1142192.06,26512.36,19443.54,,fair_value_pnl,4,,6.0455,3.8161,mixed,BRIDGE_LOAN,waived,false,false,2019-06-23T17:36:01+00:00
1272,corporate,2023-05-30,2027-01-04,2027-12-09,GBP,broker,linear,8578827.37,280393.86,42877.6,,other_not_impaired,4,,6.7363,4.6821,mixed,SME_TERM,active,false,false,2023-05-30T18:58:37+00:00
